reason,bot_version,ai_threshold,decision,features_ema9,edge_trigger_reason,exchange,features_delta,data_symbol,ts,effective_threshold,early_fail_enabled,features_price,skip_stage,edge_threshold,trade_id,ai_error,fee_profile,research_model,ai_decision_text,research_lane,ai_win_prob,experiment_tag,analyzer_sync_id,controls_edge,ai_source,ai_error_detail,edge_score,final_direction,invert_signal
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59896.906809,PERIODIC_RESEARCH_AI,bitfinex,-12.751825,tBTCF0:USTF0,2026-06-26T21:59:21.985749+00:00,3.0,True,59970.0,COMPLETE,3.0,vc603-fdffb8f15034,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.9,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59905.285447,PERIODIC_RESEARCH_AI,bitfinex,-12.78856,tBTCF0:USTF0,2026-06-26T22:02:38.126210+00:00,3.0,True,59962.0,AI,3.0,cont-a59e64e3a6cf,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.5,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59905.285447,PERIODIC_RESEARCH_AI,bitfinex,-12.78856,tBTCF0:USTF0,2026-06-26T22:02:41.066328+00:00,3.0,True,59962.0,COMPLETE,3.0,cont-a59e64e3a6cf,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.5,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59905.285447,PERIODIC_RESEARCH_AI,bitfinex,-12.78856,tBTCF0:USTF0,2026-06-26T22:02:41.105354+00:00,3.0,True,59962.0,AI,3.0,scan-faa4c00c2f37,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.5,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59905.285447,PERIODIC_RESEARCH_AI,bitfinex,-12.78856,tBTCF0:USTF0,2026-06-26T22:02:41.181392+00:00,3.0,True,59962.0,AI,3.0,vc603-262beb74b9ad,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.5,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59905.285447,PERIODIC_RESEARCH_AI,bitfinex,-12.78856,tBTCF0:USTF0,2026-06-26T22:02:44.924753+00:00,3.0,True,59962.0,COMPLETE,3.0,vc603-262beb74b9ad,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.5,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59873.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.854676,tBTCF0:USTF0,2026-06-26T22:05:51.925857+00:00,3.0,True,59823.0,AI,3.0,cont-43e129a1826d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.4,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59873.685447,AI_COOLDOWN_133s,bitfinex,-12.854676,tBTCF0:USTF0,2026-06-26T22:06:35.376256+00:00,3.0,True,59823.0,COMPLETE,3.0,cont-43e129a1826d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.4,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59873.685447,AI_COOLDOWN_133s,bitfinex,-12.85386,tBTCF0:USTF0,2026-06-26T22:06:35.555877+00:00,3.0,True,59856.0,AI,3.0,scan-6bde116143f9,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.4,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59885.085447,AI_COOLDOWN_133s,bitfinex,-12.85386,tBTCF0:USTF0,2026-06-26T22:06:35.885181+00:00,3.0,True,59856.0,AI,3.0,vc603-f34536c3b69f,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.4,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59885.085447,AI_COOLDOWN_133s,bitfinex,-12.85386,tBTCF0:USTF0,2026-06-26T22:06:43.585976+00:00,3.0,True,59856.0,COMPLETE,3.0,vc603-f34536c3b69f,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.4,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59890.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.765861,tBTCF0:USTF0,2026-06-26T22:09:17.270808+00:00,3.0,True,59889.0,AI,3.0,cont-3f74ccf54042,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.0,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59890.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.765861,tBTCF0:USTF0,2026-06-26T22:09:19.629293+00:00,3.0,True,59889.0,COMPLETE,3.0,cont-3f74ccf54042,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59890.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.765861,tBTCF0:USTF0,2026-06-26T22:09:19.661609+00:00,3.0,True,59889.0,AI,3.0,scan-fc0e4db87bad,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.0,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59890.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.765861,tBTCF0:USTF0,2026-06-26T22:09:19.747655+00:00,3.0,True,59889.0,AI,3.0,vc603-4c5716a2388d,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.0,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59890.685447,PERIODIC_RESEARCH_AI,bitfinex,-12.765861,tBTCF0:USTF0,2026-06-26T22:09:22.081101+00:00,3.0,True,59889.0,COMPLETE,3.0,vc603-4c5716a2388d,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59909.485447,PERIODIC_RESEARCH_AI,bitfinex,-12.555241,tBTCF0:USTF0,2026-06-26T22:12:28.212776+00:00,3.0,True,59892.0,AI,3.0,cont-cf0ec538089a,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.7,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59909.485447,PERIODIC_RESEARCH_AI,bitfinex,-12.555241,tBTCF0:USTF0,2026-06-26T22:12:31.795187+00:00,3.0,True,59892.0,COMPLETE,3.0,cont-cf0ec538089a,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.7,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59909.485447,PERIODIC_RESEARCH_AI,bitfinex,-12.555241,tBTCF0:USTF0,2026-06-26T22:12:31.828674+00:00,3.0,True,59892.0,AI,3.0,scan-92ce1718dccd,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.7,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59909.485447,PERIODIC_RESEARCH_AI,bitfinex,-12.555241,tBTCF0:USTF0,2026-06-26T22:12:31.907443+00:00,3.0,True,59892.0,AI,3.0,vc603-2a47c4c3058f,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.8,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59909.485447,PERIODIC_RESEARCH_AI,bitfinex,-12.555241,tBTCF0:USTF0,2026-06-26T22:12:34.097160+00:00,3.0,True,59892.0,COMPLETE,3.0,vc603-2a47c4c3058f,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,3.8,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:41.607941+00:00,3.0,True,59961.0,AI,3.0,cont-a8a212da1079,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.6,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:44.541462+00:00,3.0,True,59961.0,COMPLETE,3.0,cont-a8a212da1079,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.6,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:44.575220+00:00,3.0,True,59961.0,AI,3.0,scan-dcf2d57d207b,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.6,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:44.646682+00:00,3.0,True,59961.0,AI,3.0,vc603-4044603fece6,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,2.6,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:48.519444+00:00,3.0,True,59961.0,COMPLETE,3.0,vc603-4044603fece6,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.6,SHORT,False
PIPELINE_WARNING,v11.1-virtual-chase-known-combos-v1,44.0,PIPELINE_WARNING,59912.748358,PERIODIC_RESEARCH_AI,bitfinex,-12.674495,tBTCF0:USTF0,2026-06-26T22:15:48.550768+00:00,3.0,True,59961.0,PIPELINE_WARNING,3.0,vc603-4044603fece6,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,2.6,SHORT,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:18:46.553363+00:00,3.0,True,,AI,3.0,scan-dab60dde69e7,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.9,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:18:46.633230+00:00,3.0,True,,AI,3.0,scan-dab60dde69e7,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.9,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:22:02.956151+00:00,3.0,True,,AI,3.0,scan-5f1b4de543bf,False,BITFINEX_ZERO,Unknown,REJECT,,42,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:22:03.129689+00:00,3.0,True,,AI,3.0,scan-5f1b4de543bf,False,BITFINEX_ZERO,Unknown,REJECT,,42,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.4,,False
AI_COOLDOWN_169s,v11.1-virtual-chase-known-combos-v1,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:22:03.779620+00:00,3.0,True,,PRE_PIPELINE,3.0,4eacc5e3-0f4b-4e19-8eae-417c7c2585b7,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,,,1.4,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59911.348358,PERIODIC_RESEARCH_AI,bitfinex,-11.321389,tBTCF0:USTF0,2026-06-26T22:25:24.842663+00:00,3.0,True,59961.0,AI,3.0,cont-1586ef72da73,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,1.8,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59911.348358,PERIODIC_RESEARCH_AI,bitfinex,-11.321389,tBTCF0:USTF0,2026-06-26T22:25:38.917486+00:00,3.0,True,59961.0,COMPLETE,3.0,cont-1586ef72da73,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,1.8,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59911.348358,PERIODIC_RESEARCH_AI,bitfinex,-11.321389,tBTCF0:USTF0,2026-06-26T22:25:39.145746+00:00,3.0,True,59961.0,AI,3.0,scan-595b53c4d23e,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,1.8,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59911.348358,PERIODIC_RESEARCH_AI,bitfinex,-11.321389,tBTCF0:USTF0,2026-06-26T22:25:39.825898+00:00,3.0,True,59961.0,AI,3.0,vc603-2fcf15c2e4d1,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,1.8,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59911.348358,PERIODIC_RESEARCH_AI,bitfinex,-11.321389,tBTCF0:USTF0,2026-06-26T22:25:51.173991+00:00,3.0,True,59961.0,COMPLETE,3.0,vc603-2fcf15c2e4d1,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,1.8,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59909.548358,PERIODIC_RESEARCH_AI,bitfinex,-10.43013,tBTCF0:USTF0,2026-06-26T22:28:50.554590+00:00,3.0,True,59939.0,AI,3.0,cont-2a5e61e34c04,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.5,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,59909.548358,PERIODIC_RESEARCH_AI,bitfinex,-10.43013,tBTCF0:USTF0,2026-06-26T22:29:40.407690+00:00,3.0,True,59939.0,COMPLETE,3.0,cont-2a5e61e34c04,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,3.5,SHORT,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,59909.548358,AI_COOLDOWN_106s,bitfinex,-10.359379,tBTCF0:USTF0,2026-06-26T22:29:42.252765+00:00,3.0,True,59935.0,AI,3.0,scan-a5728518535b,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.5,,False
APPROVE,v11.1-virtual-chase-known-combos-v1,44.0,AI,,AI_COOLDOWN_104s,bitfinex,-9.863334,tBTCF0:USTF0,2026-06-26T22:29:44.894830+00:00,3.0,True,,AI,3.0,vc603-ece5153a06c7,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,,,3.0,,False
COMPLETE,v11.1-virtual-chase-known-combos-v1,44.0,COMPLETE,,AI_COOLDOWN_104s,bitfinex,-9.863334,tBTCF0:USTF0,2026-06-26T22:29:55.315487+00:00,3.0,True,,COMPLETE,3.0,vc603-ece5153a06c7,False,BITFINEX_ZERO,AI60+ · Spread >=3 · Virtual Chase,APPROVE,AI60_SP3_VIRTUAL_CHASE,62,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,3.0,SPAWN,,3.0,SHORT,False
AI_COOLDOWN_88s,v11.1-virtual-chase-known-combos-v1,44.0,NO_SIGNAL,,AI_COOLDOWN_104s,bitfinex,,tBTCF0:USTF0,2026-06-26T22:29:57.819954+00:00,3.0,True,,PRE_PIPELINE,3.0,2a06a18a-9df8-4456-a221-06686b49ba89,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,,,3.0,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:31:37.056199+00:00,3.0,True,,AI,3.0,scan-9724fa1798a7,False,BITFINEX_ZERO,Unknown,REJECT,,35,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,2.8,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:31:37.174206+00:00,3.0,True,,AI,3.0,scan-9724fa1798a7,False,BITFINEX_ZERO,Unknown,REJECT,,35,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,2.8,,False
AI_COOLDOWN_172s,v11.1-virtual-chase-known-combos-v1,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:31:37.320752+00:00,3.0,True,,PRE_PIPELINE,3.0,aac5cd41-ecff-4475-86a6-8e733bf79291,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,,,2.8,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:34:47.479280+00:00,3.0,True,,AI,3.0,scan-f341226224eb,False,BITFINEX_ZERO,Unknown,REJECT,,30,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,2.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:34:47.549853+00:00,3.0,True,,AI,3.0,scan-f341226224eb,False,BITFINEX_ZERO,Unknown,REJECT,,30,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,2.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:37:59.401366+00:00,3.0,True,,AI,3.0,scan-266f9ffff542,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.1,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:37:59.482292+00:00,3.0,True,,AI,3.0,scan-266f9ffff542,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.1,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:42:03.196343+00:00,3.0,True,,AI,3.0,scan-b417fb03c030,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.3,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:42:04.214258+00:00,3.0,True,,AI,3.0,scan-b417fb03c030,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.4,,False
AI_COOLDOWN_169s,v11.1-virtual-chase-known-combos-v1,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:42:04.817265+00:00,3.0,True,,PRE_PIPELINE,3.0,5cd9e39e-6728-470c-b78b-216628104829,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,,,1.3,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:45:05.467795+00:00,3.0,True,,AI,3.0,scan-54ba6645a1f2,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:45:05.547792+00:00,3.0,True,,AI,3.0,scan-54ba6645a1f2,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:48:11.649551+00:00,3.0,True,,AI,3.0,scan-d6328ed013b2,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.2,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:48:11.721825+00:00,3.0,True,,AI,3.0,scan-d6328ed013b2,False,BITFINEX_ZERO,Unknown,REJECT,,0,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.2,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:51:24.585212+00:00,3.0,True,,AI,3.0,scan-4aff6680c7cd,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.3,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:51:25.492423+00:00,3.0,True,,AI,3.0,scan-4aff6680c7cd,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.3,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:54:46.229870+00:00,3.0,True,,AI,3.0,scan-8a5f728a53e1,False,BITFINEX_ZERO,Unknown,REJECT,,35,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,0.7,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:54:47.878374+00:00,3.0,True,,AI,3.0,scan-8a5f728a53e1,False,BITFINEX_ZERO,Unknown,REJECT,,35,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,0.7,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:57:53.806961+00:00,3.0,True,,AI,3.0,scan-d95da22c62f6,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,SPAWN,,1.4,,False
AI_REJECT,v11.1-virtual-chase-known-combos-v1,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-26T22:57:53.888087+00:00,3.0,True,,AI,3.0,scan-d95da22c62f6,False,BITFINEX_ZERO,Unknown,REJECT,,40,INV_False_EF_True,v11.1-virtual-chase-known-combos-v1,,FRESH,,1.4,,False
