ts,bull_score,bear_score,velocity,delta,volume_ratio,weaken_signals,trend_state,base_state,structure_score,mtf_agreement
2026-06-23T10:57:18.130609+00:00,3,8,4.1734344377420126e-05,2.4310759700000024,0.2442192172299646,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:57:48.866555+00:00,3,8,-3.207081228769854e-06,2.2522809990000026,0.1750542361655995,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:58:19.011671+00:00,3,8,-3.207081228769854e-06,2.2522809990000026,0.1750542361655995,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:58:49.518211+00:00,3,8,-2.2450802964553555e-05,2.2343318460000026,0.5005306266508973,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:59:20.300241+00:00,3,8,3.6895426143969855e-05,2.206025793000003,0.915087894080196,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:59:50.476893+00:00,3,8,3.6895426143969855e-05,2.206025793000003,0.915087894080196,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:00:28.986511+00:00,3,8,-6.413751082320496e-05,2.348329870000005,0.5679750067128967,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:00:59.737019+00:00,3,8,9.615538710556259e-05,2.6467511800000065,0.0019082473457996843,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:01:30.005824+00:00,3,8,1.1225979087175196e-05,2.8642089180000054,2.0552779246636907,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:02:00.939802+00:00,3,8,-5.9274308402233075e-05,2.454680094000005,0.1205218776660628,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:02:32.111881+00:00,3,8,2.406131425623712e-05,2.146595750000004,0.6976510991443376,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:03:02.291415+00:00,3,8,4.809014894410333e-05,2.095942492000004,0.0009621857581295641,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:03:33.332381+00:00,3,8,1.9261704529950927e-05,2.0932851600000038,0.2884590103924173,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:04:03.673547+00:00,3,8,-6.407791874919902e-05,1.8375065500000067,1.985664984620406,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:04:33.902609+00:00,3,8,6.409845522722902e-05,1.8126225500000066,0.0009558805768307226,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:05:04.321188+00:00,3,8,0.00011224784323786922,1.8004045700000058,0.032908303506727916,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:05:34.444509+00:00,3,8,-6.414265326085213e-05,1.7764280300000044,0.4134093600859251,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:06:04.535112+00:00,3,8,0.0001603669195118431,1.7766686100000042,0.0043653707855364435,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:06:34.620743+00:00,3,8,0.0001602769585844339,1.214636930000009,0.030698272420951408,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
